whiletruetype "// 80 percent of life is showing up https://t.co/Pur6UxcaR2" "Thu May 25 08:32:01 +0000 2017" True
whiletruetype "// if a job is worth doing, it is worth doing well | JavaScript https://t.co/jWGPceAvVU" "Sun Mar 19 09:30:31 +0000 2017" True
whiletruetype "// a lannister always pays his debts | C++ https://t.co/m4Hxj7LyAA" "Sat Mar 18 09:31:31 +0000 2017" True
whiletruetype "// an apple a day | C# https://t.co/9UOMRd94oY" "Fri Mar 17 09:31:07 +0000 2017" True
whiletruetype "# soft kitty | Python https://t.co/90abIukbmA" "Thu Mar 16 09:31:12 +0000 2017" True
whiletruetype "// a wise man changes his mind, but a fool never does | Swift https://t.co/XPfyhVYbiH" "Wed Mar 15 09:34:13 +0000 2017" True
whiletruetype "// pale man | Objective-C https://t.co/IXbNugLrnM" "Tue Mar 14 09:34:28 +0000 2017" True
whiletruetype "// never put off until tomorrow what you can do today | Java https://t.co/C5HcnTcMy9" "Mon Mar 13 09:34:10 +0000 2017" True
whiletruetype "// flashy thing | C# https://t.co/yobf0z9Scm" "Sun Mar 12 09:35:09 +0000 2017" True
whiletruetype "// idle hands are the devil’s playthings | Swift https://t.co/nt4uPkIgnO" "Sat Mar 11 09:35:11 +0000 2017" True
whiletruetype "// fantastic | Java https://t.co/wBedMo05MD" "Fri Mar 10 09:35:22 +0000 2017" True
whiletruetype "// all is fair in love and war | C++ https://t.co/fHPdSu9BvW" "Thu Mar 09 09:31:13 +0000 2017" True
whiletruetype "# ‘this but a scratch | Python https://t.co/N3xWG6phNa" "Wed Mar 08 09:31:12 +0000 2017" True
whiletruetype "// if you snooze you lose | Swift https://t.co/GFYC67868g" "Tue Mar 07 09:36:08 +0000 2017" True
whiletruetype "// horizon zero dawn | Objective-C https://t.co/ndKuwsyDLc" "Mon Mar 06 09:33:26 +0000 2017" True
whiletruetype "// before criticising a man, walk a mile in his shoes | Java https://t.co/DLga0UcKYT" "Sun Mar 05 09:33:06 +0000 2017" True
whiletruetype "# cats | Python https://t.co/G5ekhGlJ6G" "Sat Mar 04 09:33:08 +0000 2017" True
whiletruetype "// a journey of a thousand miles begins with a single step | C++ https://t.co/XLumDJvrdW" "Fri Mar 03 09:34:23 +0000 2017" True
whiletruetype "// to be or not to be | JavaScript https://t.co/R32oI4q6wf" "Thu Mar 02 09:35:12 +0000 2017" True
whiletruetype "// measure twice, cut once | C# https://t.co/z01FKxQaRC" "Wed Mar 01 09:34:07 +0000 2017" True
whiletruetype "// the creed | Objective-C https://t.co/pURWwrs1h3" "Tue Feb 28 09:32:19 +0000 2017" True
whiletruetype "// the customer is always right | Swift https://t.co/TUqpmxUTcy" "Mon Feb 27 09:32:31 +0000 2017" True
whiletruetype "// somebody that i used to know | Java https://t.co/TbsGaxHGoV" "Sun Feb 26 09:32:12 +0000 2017" True
whiletruetype "// grasp all, lose all | JavaScript https://t.co/Tn5cuLotKp" "Sat Feb 25 09:35:21 +0000 2017" True
whiletruetype "// always look on the bright side of life | Python https://t.co/pNi2qT6cuK" "Fri Feb 24 09:35:24 +0000 2017" True
whiletruetype "// don’t bite the hand that feeds you | C# https://t.co/vF6Psp47uY" "Thu Feb 23 09:35:11 +0000 2017" True
whiletruetype "// praise the sun | C++ https://t.co/xjtxXGHAW3" "Wed Feb 22 09:31:30 +0000 2017" True
whiletruetype "// if you don’t have anything nice to say, don’t say anything at all | Swift https://t.co/kTbDnxEqD1" "Tue Feb 21 09:31:06 +0000 2017" True
whiletruetype "// but just you wait | C https://t.co/N4rBFCaxzS" "Mon Feb 20 09:33:34 +0000 2017" True
whiletruetype "// if you buy quality, you only cry once | Objective-C https://t.co/aS1pLydngV" "Sun Feb 19 09:32:32 +0000 2017" True
whiletruetype "# squarepants | Python https://t.co/5J9Gcxxi9q" "Sat Feb 18 09:32:04 +0000 2017" True
whiletruetype "// life is what happens to you while you’re busy making other plans | JavaScript https://t.co/hBrU4vpTj3" "Fri Feb 17 09:32:19 +0000 2017" True
whiletruetype "// a wizard is never late | Java https://t.co/NKgwKBlQew" "Thu Feb 16 09:34:18 +0000 2017" True
whiletruetype "// not all are thieves that dogs bark at | Objective-C https://t.co/8S7hvXIrbK" "Wed Feb 15 09:34:16 +0000 2017" True
whiletruetype "// popeye | Swift https://t.co/e62yZqy9Fa" "Tue Feb 14 09:34:08 +0000 2017" True
whiletruetype "// put a beggar on horseback and he’ll ride it to death | C# https://t.co/Dm2lLa1191" "Mon Feb 13 09:34:14 +0000 2017" True
whiletruetype "# hosts | Python https://t.co/GJ91ss3ac4" "Sun Feb 12 09:34:29 +0000 2017" True
whiletruetype "// the child is father to the man | C++ https://t.co/A5ciKMYQUU" "Sat Feb 11 09:34:27 +0000 2017" True
whiletruetype "// one more block… | Java https://t.co/ZCKonJZXNP" "Fri Feb 10 09:35:41 +0000 2017" True
whiletruetype "// in order to get where you want to go, you first have to leave where you are | C# https://t.co/7MK9KyFFCZ" "Thu Feb 09 09:35:31 +0000 2017" True
whiletruetype "// a big man in a suit of armor. take that off, what are you? | Swift https://t.co/shXdpfL4tO" "Wed Feb 08 09:30:52 +0000 2017" True
whiletruetype "// a half truth is a whole lie | Objective-C https://t.co/tiHf4Kikm3" "Tue Feb 07 09:35:24 +0000 2017" True
whiletruetype "# the mermaid | Python https://t.co/vfy9MAqRmM" "Mon Feb 06 09:30:41 +0000 2017" True
whiletruetype "// don’t bark if you can’t bite | C++ https://t.co/47wlx1xDib" "Sun Feb 05 09:35:11 +0000 2017" True
whiletruetype "// slender man | Java https://t.co/f3OR6YnjXN" "Sat Feb 04 09:35:45 +0000 2017" True
whiletruetype "// it takes all sorts to make a world | C# https://t.co/U5sNdlhqOZ" "Fri Feb 03 09:35:14 +0000 2017" True
whiletruetype "# breaking bad | Python https://t.co/HsosGPX0w9" "Thu Feb 02 09:35:06 +0000 2017" True
whiletruetype "// one rotten apple spoils the whole barrel | JavaScript https://t.co/u8icmGvuzv" "Wed Feb 01 09:30:44 +0000 2017" True
whiletruetype "// i’m like a dog chasing cars | Swift https://t.co/Qs3ggOIcBc" "Tue Jan 31 09:30:40 +0000 2017" True
whiletruetype "// never trouble trouble ‘til trouble troubles you | Java https://t.co/z4vyYctVyC" "Mon Jan 30 09:30:42 +0000 2017" True
whiletruetype "// it is never lupus | Objective-C https://t.co/JODfPaZT5J" "Sun Jan 29 09:35:28 +0000 2017" True
whiletruetype "// roses are red | C++ https://t.co/7eaa9dNiON" "Sat Jan 28 09:35:13 +0000 2017" True
whiletruetype "# true detective | Python https://t.co/u6qv9TMoem" "Fri Jan 27 09:35:34 +0000 2017" True
whiletruetype "// france is bacon | C# https://t.co/hNKwqC0sbp" "Thu Jan 26 09:35:18 +0000 2017" True
whiletruetype "// american pie | Java https://t.co/5V6HuwlN6F" "Wed Jan 25 09:35:22 +0000 2017" True
whiletruetype "// monkey see, monkey do | Swift https://t.co/lxlNx5iQ63" "Tue Jan 24 09:35:21 +0000 2017" True
whiletruetype "// memento | C https://t.co/eeBTdPOl9B" "Mon Jan 23 09:33:21 +0000 2017" True
whiletruetype "// if you can’t take the heat, get out of the kitchen | C++ https://t.co/ukZR72tpZm" "Sun Jan 22 09:33:20 +0000 2017" True
whiletruetype "// it’s dangerous to go alone | Objective-C https://t.co/HMzP4UIeG4" "Sat Jan 21 09:33:36 +0000 2017" True
whiletruetype "# fool me once, shame on you. fool me twice, shame on me | Python https://t.co/AdA5VIsmWx" "Fri Jan 20 09:33:09 +0000 2017" True
whiletruetype "// a mind needs books like a sword needs a whetstone | C# https://t.co/Fs988vUBO1" "Thu Jan 19 09:33:36 +0000 2017" True
whiletruetype "// if you fail to plan, you plan to fail | Java https://t.co/KLla9NSiuY" "Wed Jan 18 09:33:05 +0000 2017" True
whiletruetype "// would you kindly? | C++ https://t.co/wvDQJhmEwh" "Tue Jan 17 09:32:12 +0000 2017" True
whiletruetype "// every rose has its thorn | Swift https://t.co/ZsVkY6UOeT" "Mon Jan 16 09:33:19 +0000 2017" True
whiletruetype "# life is strange | Python https://t.co/QlcL7pXIIl" "Sun Jan 15 09:32:11 +0000 2017" True
whiletruetype "// hindsight is always 20/20 | C https://t.co/O2yVNVKoxD" "Sat Jan 14 09:32:30 +0000 2017" True
whiletruetype "// companion cube | C# https://t.co/JyiExmL1zz" "Fri Jan 13 09:32:10 +0000 2017" True
whiletruetype "// you always find something in the last place you look | Objective-C https://t.co/RRBb63gd9E" "Thu Jan 12 09:32:08 +0000 2017" True
whiletruetype "// there is no ship that can match the interceptor | Java https://t.co/BxI6UVY7M0" "Wed Jan 11 09:34:44 +0000 2017" True
whiletruetype "// let him who is without sin cast the first stone | C++ https://t.co/W491tNJaGl" "Tue Jan 10 09:34:15 +0000 2017" True
whiletruetype "# these violent delights have violent ends | Python https://t.co/ppQupz4YrA" "Mon Jan 09 09:34:09 +0000 2017" True
whiletruetype "// there is always a calm before the storm | JavaScript https://t.co/egvp0ZZ1L9" "Sun Jan 08 09:33:02 +0000 2017" True
whiletruetype "// groundhog day | Swift https://t.co/0pJBHHCtRf" "Sat Jan 07 09:32:21 +0000 2017" True
whiletruetype "// the head and feet keep warm, the rest will take no harm | C# https://t.co/MJSK0eSVpZ" "Fri Jan 06 09:32:12 +0000 2017" True
whiletruetype "// if it can’t be cured, it must be endured | Java https://t.co/aNp1Q3Psvf" "Wed Jan 04 09:31:12 +0000 2017" True
whiletruetype "// there can only be one | Objective-C https://t.co/SkxvG13DK5" "Tue Jan 03 09:31:11 +0000 2017" True
whiletruetype "// give a man a fish | Swift https://t.co/aFmpX3rGyt" "Mon Jan 02 09:32:08 +0000 2017" True
whiletruetype "// one ring | C++ https://t.co/RXl9m3hA5a" "Sun Jan 01 09:32:30 +0000 2017" True
whiletruetype "// never say never | JavaScript https://t.co/15nNtZ0EXt" "Sat Dec 31 09:32:20 +0000 2016" True
whiletruetype "// 100 little bugs in the code. fix one. 108 little bugs in the code | C https://t.co/cLFvVlZmQz" "Fri Dec 30 09:33:14 +0000 2016" True
whiletruetype "# things get worse before they get better | Python https://t.co/tiP0Gd9ZVt" "Thu Dec 29 09:33:08 +0000 2016" True
whiletruetype "// for sale. baby shoes. never worn. | Java https://t.co/UWupkGVMbj" "Wed Dec 28 09:33:11 +0000 2016" True
whiletruetype "// if you love somebody, let them go | Swift https://t.co/hC893g3ZNx" "Tue Dec 27 09:31:19 +0000 2016" True
whiletruetype "// trainspotting | C# https://t.co/htSh6S53Kx" "Mon Dec 26 09:31:44 +0000 2016" True
whiletruetype "// common sense is not so common | C++ https://t.co/lbiZ4dIv3u" "Sun Dec 25 09:31:29 +0000 2016" True
whiletruetype "// american idiots | Objective-C https://t.co/D8Bs02rTk8" "Sat Dec 24 09:35:48 +0000 2016" True
whiletruetype "// laughter is the shortest distance between two people | Java https://t.co/wIbVNJa3XT" "Fri Dec 23 09:34:07 +0000 2016" True
whiletruetype "// songs | JavaScript https://t.co/tt3peUQ0Mg" "Thu Dec 22 09:34:27 +0000 2016" True
whiletruetype "// one can’t see the forest for the trees | Swift https://t.co/YIRZkagRkA" "Wed Dec 21 09:33:04 +0000 2016" True
whiletruetype "// sharknado | C++ https://t.co/vxf3I9HALe" "Tue Dec 20 09:33:24 +0000 2016" True
whiletruetype "// blood is thicker than water | C# https://t.co/GUUVri4jTn" "Mon Dec 19 09:33:28 +0000 2016" True
whiletruetype "// Sith | Objective-C https://t.co/SWDGiz94Ny" "Sun Dec 18 09:35:27 +0000 2016" True
whiletruetype "// WYSIWYG | Java https://t.co/fUgTwiehtv" "Sat Dec 17 09:35:52 +0000 2016" True
whiletruetype "// pickaxe | C++ https://t.co/pDuECSLHGC" "Fri Dec 16 09:35:39 +0000 2016" True
whiletruetype "# the definition of insanity is doing the same thing over again and expecting different results | Python https://t.co/GiNNKBNdF2" "Thu Dec 15 09:35:11 +0000 2016" True
whiletruetype "// 8 hobbits are one hobbyte | C https://t.co/JA0jCdIEEE" "Wed Dec 14 09:35:33 +0000 2016" True
whiletruetype "// self trust is the first secret of success | Swift https://t.co/IFZjfwNqJi" "Tue Dec 13 09:35:16 +0000 2016" True
whiletruetype "print(""Hello Twitter"") #whiletruetypecode" "Mon Dec 12 19:44:55 +0000 2016" True
