a-dreamers-universe 162750994618 "2017-07-08 17:16:33 GMT" http://a-dreamers-universe.tumblr.com/post/162750994618/am-i-the-only-one-who-gets-heartbroken-when-harry  True text
a-dreamers-universe 161867092608 "2017-06-15 22:10:54 GMT" http://a-dreamers-universe.tumblr.com/post/161867092608/beauty-and-the-beast-songs-review-1991-vs-2017 "hathor-frozen: So I finally watched the 2017 version of Beauty and the Beast, and it was so much more emotional and beautiful than I imagined it to be! Before watching it, I’d listened to some of the soundtrack and some clips of songs from the movie. As I’m a fan of the songs, the bar was set very high for pretty much all of them. As a whole, I preferred mainly the 1991 cast singers, especially Paige O’Hara. So here’s what I thought of each of the reinditions of the classic songs from the 1991 animated movie, into the live-action 2017 movie.  Belle:  A lively re-enactment, but I still prefer the old one to this one. Granted, they did an amazing job bringing the animated village to life, so to speak, with spectacular grandeur and beauty. Belle Reprise: Emma Watson was in fine form in this and clearly right into it! Especially love her “UGH!” This is one where I actually like the live action’s more than the animated (not to say Paige O’Hara did a bad job–she was superb, but Emma seemed to take it that little step further and made it truly her own.)  Be Our Guest: Holy shit, this was amazing. Ewan McGregor really knocked it out of the park with this one! Emma could’ve been more lively in the scene, but I must say Ewan/Lumiere really stole the show, so to speak, here. I still absolutely love the 1991 “Be Our Guest”, so in my eyes (or rather ears) this one is pretty much tied with the 1991 version for sheer energy, spectacle, and awesomeness. That first close up of Lumiere with his expression and face though–very remniscent of the start of 1991′s “Be Our Guest”, and they managed to make a candlestick candelabra look attractive. Disney, why.  I only have a couple quibbles with it: one being that really random part with Mrs Potts (if you seen the movie or full clip online you probably know what I’m talking about) where she winks at the camera and blows a kiss. It just felt out of place and out of left field to me.  The other quibble? The song ends. All things come to an end, but “Be Our Guest” was certainly the rising star of the songs in the film, including the new ones. You could say it can hold a candle up to 1991′s “Be Our Guest”. Three candles, as a matter of fact! Gaston:  As energetic and spectacular as its 1991 cousin, this had a few extra added or replaced lyrics, and Josh Gad and Luke Evans did a splendid job here. Much as I loved Josh and Luke singing in this, I definitely prefer the 1991 version over this one. Something There:  Eh, I really wasn’t a fan of this one, as I found Emma’s singing too flat and emotionless in this, and to me it sounded very much auto-tuned. Vastly prefer Paige O’Hara’s version here. Beauty and the Beast: She’s no Angela Lansbury, but Emma Thompson still managed to bring magic and beauty to this song nevertheless. I feel Mrs Potts’ gentle nature and spirit really coming through here. A gorgeous song with a magnificent scene to go with it.  Mob Song: Lots of energy and spectacle here, but I’ve only heard it once and never really listened to it again.  Finale: Sweeping and grand, it is a treat to hear Audra McDonald’s voice at the start (she always gives me goosebumps when she starts singing!), and loved the added lyrics as well that Howard Ashman had written, but didn’t make it into the animated film. Emma Thompson’s singing these new lines is truly poignant and beautiful. I can’t keep my eyes off her during this little moment–such grace and beauty here.   Daily BatB positivity post <3" False text
a-dreamers-universe 161846741088 "2017-06-15 09:12:05 GMT" http://a-dreamers-universe.tumblr.com/post/161846741088/review-anne-with-an-e-spoilers "dorianfiftyshadesof-gray: So I had just finished the Netflix series Anne with an ‘E’ with my Mum (who watched all of it a week prior to me) and I feel as if I need to give a consensus as a child who read all the books and felt that the 1985 adaptation was as close to perfect as anyone could get. I also see my younger self as a little Anne Shirley which is why I am so fiercely protective of this series and any adaptation of said series. So lets get to it:   My Praises   -The Cast: Although I do have an enternal love for Megan Follows, Jonathan Crombie, Colleen Dewhurst, and Richard Farnsworth as their respective characters; I could not imagine another better cast as the one in Anne with an ‘E’. Newcomer Amybeth McNulty undeniably shines as the fierce and imaginative Anne Shirley. She captures Anne completely with even the slightest of expressions. Lucas Jade Zumann becomes Gilbert “Heart-Eyes” Blythe with his loving smirk and utter adoration of Anne. I also commend Geraldine James for making such an exquisite Marilla. James nailed Marilla’s sterness and sensitivity. Lastly, Corrine Koslo made Rachel Lynde my absolute fave and I have no problems with that. -The Soundtrack: That upbeat and vibrant Celtic music. -The Cinematography: It felt like I was truly experiencing the world through Anne’s eyes. So stunning to watch. -The Episode Titles: I just loved this little detail they added in making all the episode titles Jane Eyre quotes. Since it is my favourite novel of all time, it did make me squeal a little everytime they mentioned it in the show. -The Directing: Speechless, honestly. Props to the 5/7 female directors. We honestly do not see enough of them in this day and age. -The Feminism!: That theme of feminism that underlyed throughout the show was something that made it stick. In a young girl’s coming-of-age story, there always should be a bit of feminism and girl empowerment to make it relatable. It was also Marilla’s coming-of-age in a way as well, becoming a “Mother in a Modern World”. -Anne & Diana’s Adorable Friendship: Bossom Friends till the end.   My Criticism   -The Anne and Gilbert Love Story: Now before you all throw your hands 'round my throat, hear me out. These two are my precious babies. They are the teenage Lizzie and Darcy. Now Lizzie didn’t talk to Darcy because “a friend liked him”. No. Lizzie didn’t talk to Darcy because of her own stupid pride. Just like Anne. I have no idea why the writers thought of that “friend obligation” thingo. Anne was stupidly proud and ignored Gilbert because of that. Gilbert also was a bit of a twat when he pulled her hair and called her “carrots” (fucking iconic) not all soft and gentle. But the rest they got right. Except for the last episode (which a will get to..) where they called “truce”. Anne and Gilbert did not call “truce” until like 3 years later. Apart from that, the kids had amazing chemistry and were extremely adorable. Could have had extra time with spelling bees and stuff though.  -The Theives: I seriously have no clue. I was literally like this at that strange cliffhanger ending “!?!?!?!?!?”. It was really out of place. -Gilbert working on the Docks: This honestly just made me really fucking mad. How is this going to change Anne and Gil’s relationship!? Is he coming back to school!? Is he going to become a doctor!!?? -The Lack of Anne’s Pride and Vanity: I wanted the Anne who accidentally dyed her hair green and climbed the roof of the school! The one who was so incredibly proud and vain. It made her relatable.    Overall, I think the pluses outweight the minuses. Y'all should give it a watch ASAP. Nothing will ever top the 1985 adaptation (or ya know the books) but this one certainly gives it a run for its money.      Totally agree!What I personally think of this series is that it is definitely well done, and you can feel Anne and Gil’s feelings, but what I didn’t like is that they completely missed the whole “Anne decides not to talk with him because she’s really angry, and THAT’S IT"".I liked the fact that it’s a new way of reading the story, but all these additions with everyone not accepting Anne… I mean they went way too much on the realistic thing and lost all the poetry of Montgomery’s story.Anne and Gil fight all the time about school and grades, so why making him leave it???I hope he’ll get back to school soon, because what makes Gilbert sooooooooo amazing is also his will to study and become an amazing doctor.Beside this, their moments are really lovely, and I like this portrayal of Gilbert. He’s quite ironic and I love it 😂" False text
a-dreamers-universe 161846632623 "2017-06-15 09:05:40 GMT" http://a-dreamers-universe.tumblr.com/post/161846632623/anneofgreengablesincorrectquotes-marilla "anneofgreengablesincorrectquotes: Marilla Cuthbert: I want you to know, I used to think that there was no man on Earth good enough for Anne…Gilbert Blythe: [smiles]Marilla Cuthbert: …And I still think that.Gilbert Blythe: Oh. Definitely Marilla 😂" False text
a-dreamers-universe 161783285218 "2017-06-13 18:56:16 GMT" http://a-dreamers-universe.tumblr.com/post/161783285218/anneofgreengablesincorrectquotes-anne-shirley "anneofgreengablesincorrectquotes: Anne Shirley: I screwed up. Big time.Marilla Cuthbert: Anne, given your daily life experiences, you’re going to have to be more specific." False text
a-dreamers-universe 161775855463 "2017-06-13 14:39:29 GMT" http://a-dreamers-universe.tumblr.com/post/161775855463/what-cgi-really-stands-for "haslemere:   “My kids have come on set when I’m the prince and it’s all sort of real-ish,” Dan Stevens told EW, during the shoot. “They’ve also come on days when I’m doing the CGI, and I’m in this sort of giant muscle suit with grey lycra on. My daughter just said I looked like a hippo, a hippo on stilts. Which is kind of a beast, I guess…  I told my daughter that CGI stood for Clever Gnome Imagery… and the clever gnomes take the pictures away, and then turn that hippo into the Beast. And she was like, ‘Oh yeah, that makes sense.’”  " False text
a-dreamers-universe 161764108378 "2017-06-13 05:23:17 GMT" http://a-dreamers-universe.tumblr.com/post/161764108378/rising-fandoms-becoming-re-obsessed-with "rising-fandoms: Becoming re-obsessed with fandoms/ships/character is the best feeling in the world, it feels like coming home, you’re like oh yeah this is why i loved you so much Me now" False text
a-dreamers-universe 161749330183 "2017-06-12 21:35:53 GMT" http://a-dreamers-universe.tumblr.com/post/161749330183/do-you-know-what-i-just-realized "anne-of-our-hearts:Depending on how many additional seasons we get we will see the young actors of the cast on their way to adulthood. They were somewhere between 14 and 16 years old when they shot the first season so if they are filming he second one they will have grown up a little! Now imagine getting more and MORE seasons and watching them grow up EVEN MORE! Diana will get her beloved bosoms and and Ruby might get a little taller and they will finish school and not to forget Shirbert content! Ugh there are just so many possibilities and I would be so SO upset if it doesn’t get renewed for a second season, I wish there was something we could do in addition to just promoting it… This is why I’m living right now.I really hope they’ll continue the series until they’re at least at the end of book 3, so we’ll get a full growing up series as they did in 1985/1987" False text
a-dreamers-universe 161748291708 "2017-06-12 21:05:20 GMT" http://a-dreamers-universe.tumblr.com/post/161748291708/my-boyfriend-just-told-me-that-his-best-friend-and "My boyfriend just told me that his best friend and his girlfriend created a fanbase for me and him and they ship us really hard… what?" True text
a-dreamers-universe 161738179953 "2017-06-12 15:40:21 GMT" http://a-dreamers-universe.tumblr.com/post/161738179953/sorry-for-all-the-anne-and-gilbert-posts-im "Sorry for all the Anne and Gilbert posts I’m sharing, but I’ve just seen the new Netflix series based on Anne of Green Gables and, even though it isn’t my favorite and Megan and Jonathan will always be my Anne and Gil, they were my very first OTP and I can’t help but being crashed by all the feels like a slate on the head (◕◡◕✿)  " True text
a-dreamers-universe 158959152118 "2017-03-29 08:41:16 GMT" http://a-dreamers-universe.tumblr.com/post/158959152118/dan-stevens-on-his-evil-disney-laugh-scaring "danstevensnews: This interview is a must. Love his wife:: checkPhilippe the horse and Beast bond:: checkIrish Accent:: checkCarrying kegs in The Guest:: check" False link
a-dreamers-universe 157841640228 "2017-03-01 00:57:21 GMT" http://a-dreamers-universe.tumblr.com/post/157841640228/so-beauty-and-the-beast-live-action-is-getting-a "Lumiere and Cogsworth’s shippers BEFORE reading this: Lumiere and Cogsworth shippers AFTER reading this:" True link
a-dreamers-universe 156998710113 "2017-02-09 01:38:49 GMT" http://a-dreamers-universe.tumblr.com/post/156998710113/beauty-and-the-beast-live-action-2017-film "Well I would’ve never guessed for this to reach 100 likes, who knew that in just a week or so it would be more than 1000!Thank you so much *^*" True link
a-dreamers-universe 156478691068 "2017-01-28 08:14:29 GMT" http://a-dreamers-universe.tumblr.com/post/156478691068/doctor-who-parody-by-the-hillywood-show "How come I never knew of this???" True link
a-dreamers-universe 155116036583 "2016-12-29 13:13:55 GMT" http://a-dreamers-universe.tumblr.com/post/155116036583/emma-watson-singing-something-there "I repeat: “EMMA WATSON SINGING SOMETHING THERE”!!!!!!!!! AND IF YOU WERE’T 100% SURE SHE WAS PERFECT NOW YOU HAVE TO BE!" True link
a-dreamers-universe 155064876808 "2016-12-28 09:39:52 GMT" http://a-dreamers-universe.tumblr.com/post/155064876808/omg-omg-omg-beauty-and-the-beast-rose-jewelry-box "OMG OMG OMG Beauty and the beast Rose jewelry box video with song" True link
