sagansense 160985290710 "2017-05-23 14:22:35 GMT" https://sagansense.tumblr.com/post/160985290710/a-breakthrough-in-the-coal-industry-is-not-the  True text
sagansense 160974563505 "2017-05-23 05:07:53 GMT" https://sagansense.tumblr.com/post/160974563505/poison-dart-frogs-sometimes-inhabit-pitcher-plants  True text
sagansense 160777214660 "2017-05-17 19:59:03 GMT" https://sagansense.tumblr.com/post/160777214660/space-weather-events-linked-to-human-activity "scifigeneration: Our Cold War history is now offering scientists a chance to better understand the complex space system that surrounds us. Space weather – which can include changes in Earth’s magnetic environment – are usually triggered by the sun’s activity, but recently declassified data on high-altitude nuclear explosion tests have provided a new look at the mechanisms that set off perturbations in that magnetic system. Such information can help support NASA’s efforts to protect satellites and astronauts from the natural radiation inherent in space. From 1958 to 1962, the U.S. and U.S.S.R. ran high-altitude tests with exotic code names like Starfish, Argus and Teak. The tests have long since ended, and the goals at the time were military. Today, however, they can provide crucial information on how humans can affect space. The tests, and other human-induced space weather, are the focus of a comprehensive new study published in Space Science Reviews. Keep reading " False text
sagansense 160754889070 "2017-05-17 03:28:19 GMT" https://sagansense.tumblr.com/post/160754889070/the-7-habits-that-books-and-reading-help-you-build "culturenlifestyle: via best-life-hacks-on  “Books are the training weights of the mind” –Seneca The most useful definition of technology I’ve heard is simply,  “the ability to do more with less.” I think of books and reading as technologies. We only live one life, but through books, we can gain the wisdom from thousands. When an author writes, re-writes, and edits, they are turning their words into a more perfect version of themselves. When you read, you get to spend time in a meditative state with a wise person’s more perfect self. Keep reading " False text
sagansense 160739376625 "2017-05-16 18:51:50 GMT" https://sagansense.tumblr.com/post/160739376625/chroniclebooks-when-you-realize-you-left-your "chroniclebooks: when you realize you left your book at at home: " False text
sagansense 160739354610 "2017-05-16 18:51:12 GMT" https://sagansense.tumblr.com/post/160739354610/i-know-now-what "panatmansam: by Samsaran  I love Alan Watts. I have read most of his books and watched hours of his videos and learned a lot in the process. There is no doubt that Professor Watts, a philosopher, knew a great deal of the teachings of the Buddha. Yet, he died an early death of acute alcoholism. People who knew him described him as an intensely lonely and sad man. How can this be? You see for Watts the dharma was just an academic study. He did not follow the precepts.  He did not meditate. His is a valuable lesson for us. Knowing and doing are not the same thing. I can read all about fitness and health but if I don’t exercise and eat well all that knowledge is useless. Knowledge, if it is to be anything other than mental gymnastics, must be put into practice. Don’t think for a moment that you are going to read yourself into inner peace. In fact, often students spend their time trying to understand instead of doing the things they are taught. This is why I cringe when people speak of Buddhism as a “philosophy”. There is a great deal of philosophy in the Buddhist tradition but you could know it all and not be an inch closer to accomplishing what the Buddha was trying to convey. The goal, if you can call it that, of Buddhist practice, is to eliminate the fear which we human beings are heir for the simple reason that our intellect allows us to see that we will age, sicken and die. We are afraid of losing that which we cherish all the while knowing that it will happen. Not might happen WILL happen. So far as we “know” we have just this one life. Most people are still just animals concerned with food, shelter, sex and security, They are born asleep, live asleep and die asleep. All the while they live they are haunted by fear. This fear causes them to hate others, covet what they have and to take what they want. Their spirits never rise above the desires of the body. Then as they begin to stir awake they are plagued by doubt and ask “is this all there is?” Asking this is the very first step on the path. " False text
sagansense 160734327715 "2017-05-16 15:46:06 GMT" https://sagansense.tumblr.com/post/160734327715/solar-system-things-to-know-this-week "nasa: Jupiter, our solar system’s largest planet, is making a good showing in night skies this month. Look for it in the southeast in each evening. With binoculars, you may be able to see the planet’s four largest moons. Here are some need-to-know facts about the Here are some need-to-know facts about the King of the Planets. 1. The Biggest Planet:  With a radius of 43,440.7 miles (69,911 kilometers), Jupiter is 11 times wider than Earth. If Earth were the size of a nickel, Jupiter would be about as big as a basketball. 2. Fifth in Line Jupiter orbits our sun, and is the fifth planet from the sun at a distance of about 484 million miles (778 million km) or 5.2 Astronomical Units (AU). Earth is one AU from the sun. 3. Short Day / Long Year  One day on Jupiter takes about 10 hours (the time it takes for Jupiter to rotate or spin once). Jupiter makes a complete orbit around the sun (a year in Jovian time) in about 12 Earth years (4,333 Earth days). 4. What’s Inside?  Jupiter is a gas-giant planet without a solid surface. However, the planet may have a solid, inner core about the size of Earth. 5. Atmosphere  Jupiter’s atmosphere is made up mostly of hydrogen (H2) and helium (He). 6. Many Moons  Jupiter has 53 known moons, with an additional 14 moons awaiting confirmation of their discovery — a total of 67 moons. 7. Ringed World  All four giant planets in our solar system have ring systems and Jupiter is no exception. Its faint ring system was discovered in 1979 by the Voyager 1 mission.  8. Exploring Jupiter:  Many missions have visited Jupiter and its system of moons. The Juno spacecraft is currently orbiting Jupiter. 9. Ingredients for Life?  Jupiter cannot support life as we know it. However, some of Jupiter’s moons have oceans underneath their crusts that might support life. 10. Did You Know?  Jupiter’s Great Red Spot is a gigantic storm (about the size of Earth) that has been raging for hundreds of years. Discover more lists of 10 things to know about our solar system HERE. Make sure to follow us on Tumblr for your regular dose of space: http://nasa.tumblr.com " False text
sagansense 160712531751 "2017-05-16 00:00:24 GMT" https://sagansense.tumblr.com/post/160712531751/mining-the-moon-for-rocket-fuel-to-get-us-to-mars "scifigeneration: Planning expeditions to Earth’s nearest celestial neighbor is no longer just a NASA effort, though the U.S. space agency has plans for a moon-orbiting space station that would serve as a staging ground for Mars missions in the early 2030s. The United Launch Alliance, a joint venture between Lockheed Martin and Boeing, is planning a lunar fueling station for spacecraft, capable of supporting 1,000 people living in space within 30 years. Keep reading  Great read if you aren’t up to speed on what’s going on in the aerospace industry beyond the Mars, Pluto, and Cassini exploration highlights that make it to the mainstream “news” channels. Here’s the skinny: Elon Musk, Jeff Bezos, and Robert Bigelow are all developing aerospace architecture for cargo and crew to the Moon (and in Musk’s case, beyond). Google’s Lunar XPRIZE competition worth a US$30 million purse is being sought for by teams aiming to land a rover on the lunar surface and achieve a variety of milestones. Fuel for rocketry is insanely expensive; in fact, it’s the primary cost of every mission, ever. So, it’d be far more advantageous if we could refuel in space, which will enable the lowering of costs, and open the variety of destinations amidst the space frontier, so to speak. In order to do that, fuel depots are essential.The lunar surface has ice, which can be harvested to produce hydrogen-oxygen propellent. Ice available on the moon is located in dark craters out of reach to sunlight; therefore, options are on the table to develop mirrors to redirect sunlight for solar panels to power energy stations for rovers, bases, mining operations, etc.Propellant manufactured into liquid form on the moon robotically would be transferred to passing spacecraft; ideal for deep space missions. A suite of specialized rovers would carry out tasks essential to the development of propellent collected from the moon via ‘Lunar Resupply Shuttles’ which would rendezvous with their respective spacecraft. NASA is already working on something similar to this in the way of an electrolysis module to melt ice into a liquid to be used for propellant; thus — “fuel depot/”gas” station.  SEP or ‘Solar Electric Propulsion’ in aerospace talk, looks like it will serve the greater future of our spacefaring society beyond simple Light Sail technology, as SEP will allow for the towing of cargo to and from LEO to the L1 point which would serve as a sort of port for larger spacecraft to transfer said cargo to Mars. Obviously, a lunar base (human and robotic) would enable a true spaceport enabling an actual ‘giant leap’ in regards to furthering our presence and our scientific exploration activity amongst the solar system. Without such a development, progress on the spacefaring front would remain stagnant and economically insufficient to escape the terrestrial gravity of politics. " False text
sagansense 160671190570 "2017-05-14 21:42:32 GMT" https://sagansense.tumblr.com/post/160671190570/10-seemingly-ordinary-examples-of-how-our-brain "culturenlifestyle:  Originally posted by bl00dydemon The human mind is nothing short of a mystery. We do things that often share our innermost thoughts. The problem is that most of us don’t know how to adequately analyze our actions. So below, we have shared 10 things we do on a regular basis, which reveal 10 profound secrets about everyone.  Keep reading " False text
sagansense 160617205015 "2017-05-13 12:00:18 GMT" https://sagansense.tumblr.com/post/160617205015/snarkytroodon-viergacht-theriodont-i "snarkytroodon: viergacht:  theriodont:  I think we should all take a moment to appreciate this gloriously well-preserved nodosaur that turned up in Alberta. I mean, look at this thing! This has got to be one of the most well-preserved dinosaurs I have ever laid eyes on. Even the keratin sheaths around its osteoderm spikes were preserved, so it can be used to reliably reconstruct how ankylosaurids would have looked at in life! And the best part is it was discovered completely by accident in a mining operation! Can you imagine being one of the miners who stumbled across this beautiful, beautiful thing? National Geographic link  ITS SO BEAUTIFUL  Nature’s work of art. " False text
sagansense 161027101285 "2017-05-24 17:41:24 GMT" https://sagansense.tumblr.com/post/161027101285/dont-let-trump-kill-library-agency-wednesday "libraryadvocates:  Use ALA’s Legislative Action Center today  to ask your Senators to sign both the LSTA and IAL letters and show their support for federal library funding. There are talking points and a call script on 5calls.org as well!" False link
sagansense 161021742465 "2017-05-24 14:16:02 GMT" https://sagansense.tumblr.com/post/161021742465/girls-help-shatter-stereotype-at-robotics-industry  True link
sagansense 160957658740 "2017-05-22 19:53:48 GMT" https://sagansense.tumblr.com/post/160957658740/india-launches-massive-push-for-clean-power "mindblowingscience:  India is in the midst of the “largest energy transformation project in the world"" organizers of the Vienna Energy Forum declared, while introducing the keynote speaker, India’s Energy Minister Piyush Goyal on May 11. “Everything changed in 2015 with the Paris climate agreement. We must decouple economic growth from environmental impacts and leave a better world,” said Goyal, to loud applause from the 1650 energy experts and government officials in Vienna. “Every moment counts.” “I’ve never heard such visionary and progressive remarks from a world-leading country,” the Prime Minister of Tuvalu, Enele Sopoaga, told me afterwards. The small Pacific island country is barely ten feet above sea level and rising water levels resulting from climate change have forced thousands to leave the country already. “India sees the urgency of climate action,” said Sopoaga. India is in a big hurry to green its energy system to create jobs, improve the quality of life for its citizens, clean the air and water and, yes, tackle climate change, its leaders say. Keep in mind this is a country with 1.3 billion people, nearly 300 million of whom do not have access to electricity and where the average income is $1,600 a year. Now mainly powered by coal, India is adding 50 percent more solar and wind than the U.S. currently has installed. It is replacing 770 million street and household lights with energy-saving and long-lasting LEDs and bringing electric access for the first time to tens of thousands of poor rural villages. And India is already doing all of this faster than anyone believed possible.  Continue Reading.  " False link
sagansense 160840013706 "2017-05-19 15:00:24 GMT" https://sagansense.tumblr.com/post/160840013706/elon-musk-is-rushing-to-beat-nasa-to-mars-perhaps  True link
sagansense 160837328265 "2017-05-19 13:05:14 GMT" https://sagansense.tumblr.com/post/160837328265/if-youre-a-woman-and-youre-bad-at-math-blame  True link
sagansense 160832196492 "2017-05-19 08:00:20 GMT" https://sagansense.tumblr.com/post/160832196492/what-one-college-discovered-when-it-stopped "daniellemertina:  ctron164:  The key quote:    •   Our yield, the percentage of students who accepted our invitation to enroll, rose in a single year from 18% to 26%, an amazing turnaround. • The quantity of applications went down, but the quality went up, likely because we made it harder to apply, asking for more essays. Our applicants collectively were more motivated, mature, disciplined and consistent in their high school years than past applicants. • Class diversity increased to 31% students of color, the most diverse in our history, up from 21% two years ago. • The percentage of students who are the first-generation from their family to attend college rose from 10% to 18% in this year’s class. Our “No SAT/ACT policy” has also changed us in ways deeper than data and demographics: Not once did we sit in an Admissions committee meeting and “wish we had a test score.” Without the scores, every other detail of the student’s application became more vivid. Their academic record over four years, letters of recommendation, essays, in-person interviews, and the optional creative supplements gave us a more complete portrait than we had seen before. Applicants gave more attention to their applications, including the optional components, putting us in a much better position to predict their likelihood of success here.    I’ve literally never seen any proof that standardized testing is useful for assessing students or for institutions finding quality candidates.   Personally, I just think they exist because the industry is worth billions of dollars. Not to mention how much the test prep industry is worth.    AND these tests maintain classism and racism (which was actually their original purpose–to make sure Jewish kids couldn’t get into colleges).    Now these tests severely marginalize low income 1st gen students and Black Americans and Latinos.  " False link
