deadpresidents 159135665727 "2017-04-03 02:29:23 GMT" http://deadpresidents.tumblr.com/post/159135665727/okayi-wasnt-interested-in-this-match-at-all  True text
deadpresidents 159133840972 "2017-04-03 01:33:49 GMT" http://deadpresidents.tumblr.com/post/159133840972/if-john-cena-had-clotheslined-nikki-bella-instead  True text
deadpresidents 159132502307 "2017-04-03 00:51:17 GMT" http://deadpresidents.tumblr.com/post/159132502307/the-hardy-boyz  True text
deadpresidents 159132275167 "2017-04-03 00:43:53 GMT" http://deadpresidents.tumblr.com/post/159132275167/if-gallows-and-anderson-dont-come-out-as-tex  True text
deadpresidents 159132166532 "2017-04-03 00:40:21 GMT" http://deadpresidents.tumblr.com/post/159132166532/its-great-to-see-kurt-angle-back-in-wwe  True text
deadpresidents 159130650757 "2017-04-02 23:51:00 GMT" http://deadpresidents.tumblr.com/post/159130650757/the-gigantic-list-of-jericho-and-light-up-vest  True text
deadpresidents 159130474537 "2017-04-02 23:45:08 GMT" http://deadpresidents.tumblr.com/post/159130474537/the-festival-of-friendship-explodes  True text
deadpresidents 159130387807 "2017-04-02 23:42:23 GMT" http://deadpresidents.tumblr.com/post/159130387807/47-year-old-shane-mcmahon-who-has-had-three  True text
deadpresidents 159129664827 "2017-04-02 23:18:46 GMT" http://deadpresidents.tumblr.com/post/159129664827/that-entrance-ramp-in-orlando-is-ridiculous-i  True text
deadpresidents 159129629637 "2017-04-02 23:17:38 GMT" http://deadpresidents.tumblr.com/post/159129629637/aj-styles-vs-shane-mcmahon-is-the-opener-i  True text
deadpresidents 161002340592 "2017-05-24 00:15:05 GMT" http://deadpresidents.tumblr.com/post/161002340592/read-the-full-transcript-of-trumps-call-with "President Trump to Filipino President Duterte: “You are doing an amazing job.” Disgraceful. " True link
deadpresidents 161002174182 "2017-05-24 00:09:18 GMT" http://deadpresidents.tumblr.com/post/161002174182/the-oddest-pope-president-pairing-in-history "Can someone do something so Pope Francis doesn’t have to actually meet Donald Trump tomorrow? Please. Francis doesn’t deserve this." True link
deadpresidents 160966570032 "2017-05-23 00:42:58 GMT" http://deadpresidents.tumblr.com/post/160966570032/how-watergate-helped-republicansand-gave-us-trump  True link
deadpresidents 160758284517 "2017-05-17 05:25:47 GMT" http://deadpresidents.tumblr.com/post/160758284517/way-too-early-polling-for-the-2020-presidential "•Biden 54, Trump 40•Bernie 52, Trump 39•Warren 49, Trump 39•Franken 46, Trump 38•Booker 46, Trump 39•Oh…and Johnson 42, Trump 37 – as in Dwayne “The Rock” Johnson. Trump’s numbers against The Rock are lower because Rock wins over more of Trump’s 2016 supporters than the other candidates polled.Again, this is WAY TOO EARLY. I don’t even want to start talking about the 2020 election yet, even though I’m pretty sure that campaign cycle is already in its embryonic stages." True link
deadpresidents 160710452782 "2017-05-15 22:48:04 GMT" http://deadpresidents.tumblr.com/post/160710452782/trump-revealed-highly-classified-information-to "deadpresidents:Hey, we have an impeachable offense! FYI: I don’t mean that Trump committed an impeachable offense by revealing classified information. Sadly, he’s pretty much the one guy who can do that with whomever he wants. But this is the type of thing – especially since it involved the Russians (surprise!) – that should…should…SHOULD lead to the Republicans in Congress getting out of the way of a special prosecutor to investigate the Trump/Russia ties. Especially since, you know, we currently don’t have an FBI Director because the President of the United States fired him because he was unhappy that the FBI Director was doing too thorough of a job of investigating his campaign’s alleged collusion with Russia." False link
deadpresidents 160709987092 "2017-05-15 22:32:17 GMT" http://deadpresidents.tumblr.com/post/160709987092/trump-revealed-highly-classified-information-to "Hey, we have an impeachable offense!" True link
deadpresidents 160531828137 "2017-05-11 00:16:00 GMT" http://deadpresidents.tumblr.com/post/160531828137/is-america-a-failing-state  True link
deadpresidents 160468166757 "2017-05-09 04:36:47 GMT" http://deadpresidents.tumblr.com/post/160468166757/bill-clinton-and-james-patterson-co-writing-a "This is not a joke." True link
deadpresidents 160295628837 "2017-05-04 10:11:44 GMT" http://deadpresidents.tumblr.com/post/160295628837/prince-philip-to-step-down-from-carrying-out-royal "It must be nice to retire a full month before you turn 96 years old. Prince Philip acts like being a leading patron or active member of nearly 800 organizations is too much work for someone nearing their 100th birthday.Just kidding, I know the Duke of Edinburgh hasn’t been the most politically sensitive member of the British royal family, but I watched a documentary and read a few books about him and was really impressed by how involved he has been – and genuinely devoted to – scores of organizations that have created a lot of opportunities for a lot of people who were traditionally overlooked and underrepresented. He also seems to have more energy than most people who are 1/3rd of his age, including myself, so he’s been doing something right for the past seven decades. By the way, Prince Philip announced that he was lightening his workload when he turned 90 in 2011, but he took part in over 200 events last year, so I’m curious to see what his version of “retirement” might be.(Incidentally – and I’m not sure if this is relevant or not – but unnamed senior sources at Buckingham Palace who agreed to comment on condition of anonymity, told me that Queen Elizabeth II and Prince Philip have eaten newborn babies for breakfast every day since 1947 and that is the secret to what has made them immortal. The not insignificant levels of vampiric DNA that forms part of the royal couple’s genetic foundation probably plays a role, as well. In other words, they’ll live longer than you, me, cockroaches, and New York City’s Hell Gate Bridge.)" True link
deadpresidents 160245989117 "2017-05-03 00:07:49 GMT" http://deadpresidents.tumblr.com/post/160245989117/the-presidents-secret-air-force "Fascinating article by Garrett Graff. I’m really looking forward to reading his new book, Raven Rock: The Story of the U.S. Government’s Secret Plan To Save Itself – While the Rest of Us Die (BOOK | KINDLE)." True link
deadpresidents 160215428602 "2017-05-02 03:23:13 GMT" http://deadpresidents.tumblr.com/post/160215428602/president-trumps-interview-in-the-oval-office "I don’t even know how to react to this bullshit anymore. Anything that I really want to say would probably get me in trouble with the Secret Service.Part of me wishes the media would just stop covering Trump because publicity and coverage and controversy is his oxygen. The other part of me knows that a media boycott of him would allow him to just do what he does in the dark and nothing good can come of that.This man is the President of the United States because many of our friends and family and neighbors voted for him. We fail ourselves and our country if we don’t push back every time those people look us in their eyes and tell us that everything is fine and everything will be okay. It’s not okay. Lies and incompetence and intolerance are dangerous; and people who think that incompetent, intolerant liars are qualified to lead us are an even bigger part of the problem than all of those billionaires that we like to blame for buying their way through life. Elections have consequences. We’re only three months into this nightmare." True link
deadpresidents 160210935307 "2017-05-02 01:00:53 GMT" http://deadpresidents.tumblr.com/post/160210935307/historians-see-a-dark-underside-to-trumps-civil  True link
deadpresidents 160138044402 "2017-04-30 02:35:59 GMT" http://deadpresidents.tumblr.com/post/160138044402/anthony-bergen-is-creating-original-writing-about "deadpresidents:  deadpresidents:  Hey everyone, I’m now on Patreon!  Believe it or not, I’ve been writing about history on Tumblr with @deadpresidents since before Barack Obama was elected President, but it has been more difficult over the past year or two to justify putting as much time into my work as I once did while still being able to…you know…buy food and pay bills. So, I’ve finally made the jump and created a Patreon as many, many of my readers have suggested over the past couple of years. I’d like to get back to regularly writing the Original Essays and other projects about Presidential history that probably brought a lot of you to my blog. Honestly, if just half of my followers contributed $1 a month to my Patreon, I’d be able to focus on creating new content for you full-time while also self-publishing the print editions of my book that many readers have asked about. It sounds crazy, but it’s true.  So, if you are able to, please consider contributing to my Patreon. I’m coming up with some good ideas for those who do contribute, including: •Patrons who contribute at least $2 will get a free copy of my 2012 book, Tributes and Trash Talk: What Our Presidents Said About Each Other•Patrons who contribute at least $5 will get the 2012 edition of Tributes and Trash Talk AND the updated edition of the book – which I’m currently finishing (and, yes, it includes the 45th President) – BEFORE the book is officially released to the rest of the public.•Patrons will have access to exclusive content, including brand-new, full-length essays that will be available only to my Patreon contributors exclusively and won’t be published online through any other platform.•Patrons will also have an opportunity to contribute their ideas, suggest topics, and vote on new subjects for me to cover on @deadpresidents. Obviously, I’m not going to stop writing things here on @deadpresidents or stop answering questions if nobody contributes, but if readers are able to contribute just $1 a month to my Patreon I will be able to spend much more time doing those things and creating the content that probably gained your attention in the first place. It would also allow me to finish more in-depth projects like the Presidential Rankings or Vice Presidential Profiles, publish more of the always-popular Historically Accurate Transcriptions, and give me the opportunity to complete other ideas I’ve wanted to work on, including profiles of unsuccessful Presidential nominees and First Ladies. I’m grateful for your support and for motivating me to continue creating content about a subject that I have always loved. I wouldn’t have written about history for the past nine years on Tumblr (!) without if I didn’t have an audience that was willing to listen and that I enjoy sharing my work with. Even if it’s just $1 a month, your contribution to my Patreon will allow me to continue doing some really cool things on @deadpresidents and elsewhere – and contributors will have access to so much more. Thanks to all of you, and if you do want to contribute, you can go here or follow one of the hundreds of other links to Patreon in this post. Thanks again,Anthony  Thanks to everyone who has contributed to my Patreon so far! I’m extremely grateful for the response, as well as for those who reblogged my post. To all of the patrons who have already contributed and reached a level with rewards, I will be in touch soon to make sure I get those to you. If you haven’t contributed yet, I hope you’ll consider it. Even if just half of my Tumblr followers contributed only 50 cents a month to my Patreon, I could focus all of my time and energy into bringing you new content. I’m serious…just fifty cents a month from half of the people who read this would allow me to do that! Plus, once I get to a solid number of monthly contributors I won’t have to keep posting this request. (Believe me, I don’t like asking for contributions any more than you probably like being asked for contributions; it’s not something that I’m totally comfortable with and I’m sure it’s kind of obnoxious but…you know…capitalism and stuff.)  I hate to sound like the Jerry Lewis Telethon, but even contributing just 50 cents a month would give me the opportunity to self-publish the print edition of Tributes and Trash Talk: What Our Presidents Said About Each Other that so many readers have requested since it was originally released, create brand-new content every day, and follow through on bigger projects that I’ve wanted to complete and share with you. And, of course, there will be perks for contributors, including exclusive content that will only be available to my Patreon supporters. Thanks again to everyone, especially those who have already contributed. If others are ready to give your support – even if it’s just to shut me up or keep me from further plugging up your dashboard – you can become a Patreon contributor here. " False link
deadpresidents 160125194807 "2017-04-29 18:50:48 GMT" http://deadpresidents.tumblr.com/post/160125194807/about-this-collection-franklin-pierce-papers "THE LIBRARY OF CONGRESS HAS PUT THE FRANKLIN PIERCE PAPERS ONLINE. I CAN’T PROPERLY EXPRESS HOW EXCITED I AM FOR THIS!!!" True link
deadpresidents 160071107747 "2017-04-28 03:05:56 GMT" http://deadpresidents.tumblr.com/post/160071107747/will-trump-release-the-missing-jfk-files  True link
deadpresidents 160063094062 "2017-04-27 22:25:13 GMT" http://deadpresidents.tumblr.com/post/160063094062/the-celebrity-we-need  True link
deadpresidents 160038698912 "2017-04-27 04:48:34 GMT" http://deadpresidents.tumblr.com/post/160038698912/ivanka-jared-last-week-tonight-with-john-oliver  True link
deadpresidents 159847932962 "2017-04-22 02:47:43 GMT" http://deadpresidents.tumblr.com/post/159847932962/golden-state-warrior  True link
deadpresidents 159739892272 "2017-04-19 03:18:11 GMT" http://deadpresidents.tumblr.com/post/159739892272/george-hw-bush-hospitalized-treated-for "Hang in there, Mr. President. If you make it to November 24th, you’ll break Gerald Ford’s record as the longest-living President in American history." True link
deadpresidents 159467144892 "2017-04-11 22:12:23 GMT" http://deadpresidents.tumblr.com/post/159467144892/seeking-2020-clout-california-looks-to-jump-the YES True link
